Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,AGE,Ecotype,isolate,Collection_Date,treatment,BIOMATERIAL_PROVIDER,collected_by,disease,replicate,sample_type,disease_stage,temp,cell_type,Replicate_and_Read,sex,GEO_Accession (exp),source_name,ID,tmp,growth_protocol,Sample_Name,agent,common_name,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,external_id,genotype,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),growth_facility,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,isolation_and_growth_condition,organism_common_name,plant_developmental_stage,plant_growth_medium,plant_structure,Source_material_identifiers,Submitter_Id,pair_end_sequencing,aliquot,BREED,coded/blinded_study_arm,Sample_id,strain,test_day,time_of_blood_draw,unblinded_study_arm,Host,isolation_source,Biological_Replicate,differentiation,plant_treatment,=replicate,paried,replicated,host_strain,infection_timepoint,phage,breeding_method,lat_lon,height_or_length,N,air_temp_regm,altitude,antibiotic_regm,env_broad_scale,env_local_scale,env_medium,source_uvig,virus_enrich_appr,humidity,Temperature_Range,tissues,age_units,Annual.household.income..Biospecimen.,Anti.infective..Biospecimen.,Autism.spectrum.disorder..Biospecimen.,Average.conc..Extract.,Batch..OmicsFileSet.,Behavior.video.submitted..M3...Biospecimen.,Biospecimen.Barcode,Biospecimen.consumption,Biospecimen.consumption.unit,Biospecimen.Date.Collected,Biospecimen.Description,Biospecimen.ID,Biospecimen.location..Extract.,Biospecimen.mass,Biospecimen.mass.unit,Biospecimen.Name,Born.by.caesarian.section..Biospecimen.,Born.prematurely..Biospecimen.,Conc1..Extract.,Conc2..Extract.,Constipation..Biospecimen.,Conversation.ability..Biospecimen.,Dairy..consumption.frequency...Biospecimen.,Developmental_stage,Diarrhea..Biospecimen.,Diet.during.infancy..Biospecimen.,Dietary.regime..Biospecimen.,Dietary.restrictions..M3...Biospecimen.,Dietary.restrictions.details..M3...Biospecimen.,Dietary.supplement..Biospecimen.,Environmental.tobacco.smoke.exposure..Biospecimen.,Extract.Barcode,Extract.concentration,Extract.concentration.unit
SRR8371805,RNA-Seq,250,3116189750,SAMN10651364,1247738066,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181893,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:38:00Z,1,rabbit-eged blueberry2,SRP174513,PRJNA511922,BLUEBERRY_2,leaf,uncalculated,uncalculated,Plant,not collected,vernon,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371806,RNA-Seq,250,1659989000,SAMN10651363,616218542,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181892,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:34:00Z,1,rabbit-eged blueberry1,SRP174513,PRJNA511922,BLUEBERRY_1,leaf,uncalculated,uncalculated,Plant,not collected,blue bell,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371807,RNA-Seq,250,1368441250,SAMN10651372,536235221,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181891,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,rabbit-eged blueberry10,SRP174513,PRJNA511922,BLUEBERRY_10,leaf,uncalculated,uncalculated,Plant,not collected,gardenblue,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371808,RNA-Seq,250,1732786500,SAMN10651371,618733387,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181890,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:34:00Z,1,rabbit-eged blueberry9,SRP174513,PRJNA511922,BLUEBERRY_9,leaf,uncalculated,uncalculated,Plant,not collected,redprarl,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371809,RNA-Seq,250,1225283250,SAMN10651414,487319376,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181889,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,Northern highbush blueberry20,SRP174513,PRJNA511922,BLUEBERRY_52,leaf,uncalculated,uncalculated,Plant,not collected,patrior,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371810,RNA-Seq,250,1275498000,SAMN10651413,526450585,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181888,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,Northern highbush blueberry19,SRP174513,PRJNA511922,BLUEBERRY_51,leaf,uncalculated,uncalculated,Plant,not collected,darrow,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371811,RNA-Seq,250,1050115000,SAMN10651416,365426811,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181887,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:32:00Z,1,Northern highbush blueberry22,SRP174513,PRJNA511922,BLUEBERRY_54,leaf,uncalculated,uncalculated,Plant,not collected,reka,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371812,RNA-Seq,250,1289800000,SAMN10651415,446782427,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181886,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,Northern highbush blueberry21,SRP174513,PRJNA511922,BLUEBERRY_53,leaf,uncalculated,uncalculated,Plant,not collected,Duke,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371813,RNA-Seq,250,1157658000,SAMN10651382,465270249,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181885,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,Southern highbush blueberry1,SRP174513,PRJNA511922,BLUEBERRY_20,leaf,uncalculated,uncalculated,Plant,not collected,sharpblue,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371814,RNA-Seq,250,2091175250,SAMN10651381,730992290,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181884,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:35:00Z,1,rabbit-eged blueberry19,SRP174513,PRJNA511922,BLUEBERRY_19,leaf,uncalculated,uncalculated,Plant,not collected,bonita,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371815,RNA-Seq,250,1043211750,SAMN10651378,393376193,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181883,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,rabbit-eged blueberry16,SRP174513,PRJNA511922,BLUEBERRY_16,leaf,uncalculated,uncalculated,Plant,not collected,choice,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371816,RNA-Seq,250,1832855750,SAMN10651377,649239799,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181882,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:34:00Z,1,rabbit-eged blueberry15,SRP174513,PRJNA511922,BLUEBERRY_15,leaf,uncalculated,uncalculated,Plant,not collected,delite,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371817,RNA-Seq,250,1009825000,SAMN10651380,362056470,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181881,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:32:00Z,1,rabbit-eged blueberry18,SRP174513,PRJNA511922,BLUEBERRY_18,leaf,uncalculated,uncalculated,Plant,not collected,beckyblue,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371818,RNA-Seq,250,1501140250,SAMN10651379,530005569,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181880,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,rabbit-eged blueberry17,SRP174513,PRJNA511922,BLUEBERRY_17,leaf,uncalculated,uncalculated,Plant,not collected,climax,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371819,RNA-Seq,250,1278383250,SAMN10651374,512258473,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181879,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,rabbit-eged blueberry12,SRP174513,PRJNA511922,BLUEBERRY_12,leaf,uncalculated,uncalculated,Plant,not collected,blue belle,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371820,RNA-Seq,250,969886250,SAMN10651373,384547201,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181878,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:32:00Z,1,rabbit-eged blueberry11,SRP174513,PRJNA511922,BLUEBERRY_11,leaf,uncalculated,uncalculated,Plant,not collected,brightwell,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371821,RNA-Seq,250,1345689000,SAMN10651376,507740896,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181877,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,rabbit-eged blueberry14,SRP174513,PRJNA511922,BLUEBERRY_14,leaf,uncalculated,uncalculated,Plant,not collected,woodard,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371822,RNA-Seq,250,2411512500,SAMN10651375,974014751,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181876,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium ashei,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:36:00Z,1,rabbit-eged blueberry13,SRP174513,PRJNA511922,BLUEBERRY_13,leaf,uncalculated,uncalculated,Plant,not collected,powderblue,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371823,RNA-Seq,250,1164068000,SAMN10651399,441781286,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181875,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,Northern highbush blueberry5,SRP174513,PRJNA511922,BLUEBERRY_38,leaf,uncalculated,uncalculated,Plant,not collected,blue haven,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371824,RNA-Seq,250,1815792500,SAMN10651399,676040800,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181874,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:35:00Z,1,Northern highbush blueberry5,SRP174513,PRJNA511922,BLUEBERRY_37,leaf,uncalculated,uncalculated,Plant,not collected,blue haven,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371825,RNA-Seq,250,1328127000,SAMN10651398,507846528,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181873,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,Northern highbush blueberry4,SRP174513,PRJNA511922,BLUEBERRY_36,leaf,uncalculated,uncalculated,Plant,not collected,herberd,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371826,RNA-Seq,250,6383134250,SAMN10651397,2588200247,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181872,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:43:00Z,1,Northern highbush blueberry3,SRP174513,PRJNA511922,BLUEBERRY_35,leaf,uncalculated,uncalculated,Plant,not collected,cara s choice,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371827,RNA-Seq,250,1369554250,SAMN10651396,551978671,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181871,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,Northern highbush blueberry2,SRP174513,PRJNA511922,BLUEBERRY_34,leaf,uncalculated,uncalculated,Plant,not collected,sierra,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371828,RNA-Seq,250,1531071500,SAMN10651395,617668991,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181870,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:34:00Z,1,Northern highbush blueberry1,SRP174513,PRJNA511922,BLUEBERRY_33,leaf,uncalculated,uncalculated,Plant,not collected,weymouth,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371829,RNA-Seq,250,1171693250,SAMN10651394,413073790,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181869,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:33:00Z,1,Southern highbush blueberry13,SRP174513,PRJNA511922,BLUEBERRY_32,leaf,uncalculated,uncalculated,Plant,not collected,pearl river,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371830,RNA-Seq,250,1091979250,SAMN10651393,391518921,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181868,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:32:00Z,1,Southern highbush blueberry12,SRP174513,PRJNA511922,BLUEBERRY_31,leaf,uncalculated,uncalculated,Plant,not collected,nanda,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371831,RNA-Seq,250,1656044250,SAMN10651402,597355540,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181867,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:34:00Z,1,Northern highbush blueberry8,SRP174513,PRJNA511922,BLUEBERRY_40,leaf,uncalculated,uncalculated,Plant,not collected,Brigitta,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8371832,RNA-Seq,250,1564801000,SAMN10651401,561226528,KAILI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5181866,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2019-10-31T00:00:00Z,2018-12-27T01:34:00Z,1,Northern highbush blueberry7,SRP174513,PRJNA511922,BLUEBERRY_39,leaf,uncalculated,uncalculated,Plant,not collected,legacy,young,about 5 years,not applicable,leaf,,,Nie Fei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7985098,RNA-Seq,200,6817765600,SAMN10221764,4593587955,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4816296,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2018-10-09T00:00:00Z,2018-10-09T11:24:00Z,1,Mu_Legacy_leaves_s34&s35,SRP103678,PRJNA382188,20140710_mRNASeq_PE,nonacclimated bud,USA,North America,Plant,USA: Michigan,Mu_Legacy,,2-3,Transgenic,,,,leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7985100,RNA-Seq,200,3242919000,SAMN10221765,2190807455,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4816298,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2018-10-09T00:00:00Z,2018-10-09T11:28:00Z,1,Mu_Legacy_leaves_s36,SRP103678,PRJNA382188,20140710_mRNASeq_PE,nonacclimated bud,USA,North America,Plant,USA: Michigan,Mu_Legacy,,2-3,Transgenic,,,,leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7985374,RNA-Seq,200,3457769400,SAMN10221779,2335309124,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4817966,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2018-10-09T00:00:00Z,2018-10-09T11:54:00Z,1,Mu_Legacy_nonacclimated_buds_S27,SRP103678,PRJNA382188,20140710_mRNASeq_PE,nonacclimated bud,USA,North America,Plant,USA: Michigan,Mu_Legacy,,3-4,Transgenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7985388,RNA-Seq,200,7434525600,SAMN10221766,4927062673,MICHIGAN STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4817980,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2018-10-09T00:00:00Z,2018-10-09T12:34:00Z,1,Mu_Legacy_nonacclimated_buds_S25&S26,SRP103678,PRJNA382188,20140710_mRNASeq_PE,nonacclimated bud,USA,North America,Plant,USA: Michigan,Mu_Legacy,,3-4,Transgenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
